,S2,S2_conf
"('(0, 4)', '(3, -5)')",0.18652174041289332,0.5687889652047644
"('(0, 4)', '(3, -4)')",0.16064741575820063,0.6119615800663538
"('(0, 4)', '(3, -3)')",0.18839546253915,0.5940890049005786
"('(0, 4)', '(3, -2)')",0.12618988478612037,0.6545227182732928
"('(0, 4)', '(3, -1)')",0.1817974778017145,0.6174418069623575
"('(0, 4)', '(3, 0)')",0.21283606347428385,0.5375961630302715
"('(0, 4)', '(3, 1)')",0.20190325226039768,0.5480768764459437
"('(0, 4)', '(3, 2)')",0.1860522406534918,0.5575679449273324
"('(0, 4)', '(3, 3)')",0.11336683098430092,0.6957936774782097
"('(0, 4)', '(3, 4)')",0.23501195776624484,0.5085696474075991
"('(0, 4)', '(3, 5)')",0.19580976212389611,0.5377588625027601
"('(0, 4)', '(4, -5)')",0.15714688741122257,0.6271902709026834
"('(0, 4)', '(4, -4)')",0.18104104324154496,0.5585305276401072
"('(0, 4)', '(4, -3)')",0.1608710129394975,0.5616247925984375
"('(0, 4)', '(4, -2)')",0.06722218192697826,0.7929140654099961
"('(0, 4)', '(4, -1)')",0.16877947474844937,0.6226488072805604
"('(0, 4)', '(4, 0)')",0.1489204587963307,0.6032571683818874
"('(0, 4)', '(4, 1)')",0.18405491159242668,0.5428001695037504
"('(0, 4)', '(4, 2)')",0.16077828620796336,0.6138342889402333
"('(0, 4)', '(4, 3)')",0.17194803371029904,0.6275162007974651
"('(0, 4)', '(4, 4)')",0.18611507526272672,0.5661766209653887
"('(0, 4)', '(4, 5)')",0.0684304953036596,0.7963245087994758
"('(0, 5)', '(1, -5)')",-0.2763637817683269,0.4985117782973896
"('(0, 5)', '(1, -4)')",-0.24214745790670383,0.3116174473475703
"('(0, 5)', '(1, -3)')",0.053571211366086724,0.295222497086954
"('(0, 5)', '(1, -2)')",-0.16451462671353184,0.45406095396229457
"('(0, 5)', '(1, -1)')",-0.0673110179011891,0.5703420684592768
"('(0, 5)', '(1, 0)')",-0.0659494396607399,0.3113241247543424
"('(0, 5)', '(1, 1)')",-0.13733198227926438,0.3714401716616638
"('(0, 5)', '(1, 2)')",-0.12620512690641372,0.340747721356645
"('(0, 5)', '(1, 3)')",-0.05000205163516462,0.3852851581316038
